8.0932	-5.2993	-0.018862
-9.467	3.0132	-0.00018938
-1.0431	-3.0627	0.021303
-8.8218	4.2244	-0.01344
-1.0849	5.2495	-0.1334
2.4766	-5.4327	-0.03447
3.4355	-5.8043	0.0066935
-3.655	0.62564	-0.12578
7.5607	-3.9964	-0.023903
0.56621	-4.6904	-0.20194
5.5086	1.0265	-0.10582
0.96614	9.0714	0.03249
2.3021	2.1444	0.12663
9.6635	6.1587	0.00049326
-2.2473	0.73282	0.31675
3.3848	-1.4341	-0.049139
4.1038	-4.6713	0.042763
9.2223	-8.2121	0.0024866
4.2342	4.2613	0.044284
2.4051	-3.0321	0.01006
-1.2295	-4.3976	-0.16572
2.0104	-5.764	-0.038744
8.5093	-9.5236	-0.0009649
-2.9504	0.39877	0.062731
-2.1814	-0.053898	0.37542
-1.0388	3.4246	-0.067646
-8.8796	4.396	-0.012626
0.69673	2.6317	0.17083
6.0189	3.921	0.0077807
-9.6163	7.3242	-0.0023318
3.0458	9.8701	-0.0013706
-8.3365	4.1226	-0.02142
1.5545	-3.6842	-0.090144
0.95093	-5.2655	-0.13833
-0.96736	-9.2904	0.012278
-1.44	4.9688	-0.13404
-2.2265	7.3682	0.042725
6.1149	3.9443	0.0049939
-9.1522	-8.5327	0.0026835
2.7713	-3.2777	-0.005405
6.2518	-9.9711	0.00026139
2.4906	1.1767	0.19093
0.27319	0.38529	0.96335
7.0787	-6.1335	-0.0024536
7.3045	6.9857	0.010799
-5.9272	-4.4188	0.012738
8.0675	2.1793	0.045608
-4.0939	-5.6518	0.020786
-6.9978	-9.3359	0.00089053
-9.7902	-6.6358	-0.0018999
-8.6679	5.5594	-0.0094363
4.126	6.2007	0.0026815
2.0741	1.2061	0.32714
-1.7685	-7.1975	0.061021
2.9527	-1.1259	0.050993
8.6922	-7.1347	0.0081127
-6.9168	4.7488	-0.018013
-1.2709	-2.6806	0.12475
4.2362	-6.004	0.0096277
-5.68	-2.8696	-0.0093515
-2.2118	7.1816	0.039476
9.0404	-9.0726	0.0015771
-4.3054	4.4502	0.046291
-1.081	-8.1443	0.096038
-3.8036	9.5164	0.0015539
-2.7382	2.5062	0.033956
-2.4203	4.9615	-0.053293
-0.83417	0.48266	0.85392
6.3168	2.8436	0.00054949
-5.9198	7.1495	-0.0063985
7.2745	-6.3668	0.0015081
0.47095	-8.6653	0.076551
6.8189	-8.1983	0.0085956
3.8287	0.90421	-0.144
-0.2836	0.88763	0.8621
-6.9132	1.3362	0.06203
7.4989	8.6998	0.0095309
7.9676	4.1302	-0.025219
7.1352	-8.8706	0.0062578
4.6845	3.4904	0.020894
2.0379	-2.8789	0.039515
-5.3298	3.2542	0.0052825
-3.0148	-6.341	0.00038208
-9.4058	6.2238	-1.918e-05
1.7271	4.7361	-0.12073
-9.3586	0.91896	0.0061174
-1.4831	-3.587	-0.08067
9.6819	-5.6965	0.0025529
5.7544	-7.1476	-0.0093305
0.54725	-5.0756	-0.17512
-1.712	-5.1308	-0.10298
8.9187	0.61269	0.051013
-5.4068	1.6002	-0.088778
-2.0782	-6.8694	0.033869
0.68227	-4.9398	-0.18227
-6.6905	-1.2799	0.044316
1.2223	1.1245	0.61682
-8.0814	-1.2768	0.090371
-9.8562	-4.1798	0.0087438
5.0708	1.3645	-0.13248
1.2036	9.1291	0.024747
-1.4659	-2.1725	0.25743
1.0165	-1.2053	0.64815
0.2734	-7.7462	0.12675
-7.3832	-3.1112	0.0011778
-2.8661	4.6932	-0.020216
9.7389	9.7095	0.00091768
-7.6391	8.9596	0.006403
0.68149	7.4103	0.11267
1.5732	0.44176	0.61518
3.3965	-5.8244	0.0056457
5.1063	0.42155	-0.17553
-0.98705	-4.6726	-0.18077
0.94107	-9.5189	-0.0084796
-1.4946	-7.2099	0.073995
1.8531	4.4241	-0.11232
4.1802	-4.1493	0.042009
-4.8062	8.3633	-0.021625
-3.9447	5.8635	0.012675
6.2413	-7.0379	-0.00065257
0.51887	0.87739	0.83774
