4.8108	1.9008	3.0269	15.283
2.9036	4.83	4.2774	9.145
3.6104	2.9651	5.2524	11.025
2.3243	5.6604	1.9906	9.347
3.232	5.29	4.6834	9.5201
3.9637	3.0309	5.8434	11.503
1.6118	3.661	1.9839	8.4134
1.5396	3.0845	5.1437	7.0264
2.4894	5.1175	4.0359	8.39
2.0526	2.8178	3.9926	8.485
3.1892	1.1847	4.4476	13.962
4.6696	3.3884	3.7035	12.934
3.262	1.1668	2.6477	15.173
4.3272	5.4669	2.7446	12.131
3.8297	4.9016	5.9699	10.43
2.4562	1.6463	4.4715	10.761
3.1372	2.8258	2.2461	11.711
1.8039	1.208	2.0435	12.343
4.3724	3.3504	2.6126	13.15
4.37	3.4196	3.7837	12.382
4.6078	2.7802	3.296	13.494
3.1443	1.0191	1.3064	19.573
1.1896	4.403	1.3748	8.633
3.1379	3.0972	5.4993	10.061
4.6918	2.4828	3.1928	14.018
5.4124	2.4684	2.1875	16.327
2.9146	4.9119	5.4796	8.9328
2.4261	2.8062	1.5196	11.887
4.5642	2.8105	5.139	12.802
1.3925	4.1623	1.178	10.256
4.2305	3.6211	4.2672	11.878
3.8618	2.4488	1.2549	16.686
5.6298	5.0229	3.7429	13.763
1.7038	5.7191	1.0844	11.328
1.1352	4.4274	4.0359	5.8307
5.7904	1.4816	2.4051	18.917
3.864	2.9757	5.7157	11.39
5.0879	3.3188	2.1909	14.941
4.5787	4.7881	3.214	12.406
1.0317	3.6561	2.5353	6.4362
5.8221	1.0765	1.9534	22.166
2.4254	5.2499	1.8963	9.8019
4.2401	4.5337	1.7996	13.645
1.9266	1.0211	4.4398	12.071
3.2585	5.6677	4.1128	9.6191
5.172	3.522	5.0915	13.287
2.9321	1.5405	5.6965	11.799
2.0861	2.8753	1.1418	13.045
2.4929	5.1246	1.9569	9.8554
4.257	2.1262	5.342	13.065
2.6569	4.8582	2.5828	9.4664
4.3295	4.879	2.8244	12.225
1.421	5.9428	3.3039	6.385
4.9943	5.4135	4.6381	12.388
3.9322	2.9397	5.3756	11.583
1.8555	1.3466	3.918	10.457
3.1482	4.0337	3.1561	10.244
4.557	2.1318	4.1184	13.864
4.5843	4.6969	1.9584	13.83
4.6102	5.5491	4.7941	11.714
4.7946	1.6717	5.7072	14.909
1.4947	5.6383	1.6758	8.1847
4.003	5.0122	2.6587	11.771
4.21	3.7672	4.0336	11.839
4.2396	2.4047	3.8902	12.998
2.6218	5.6583	2.7931	9.0611
4.0668	3.9873	5.55	11.182
4.1016	4.2127	2.6551	12.206
2.3055	4.5408	2.9299	8.6319
4.3859	3.2637	2.6547	13.19
1.6498	2.0369	2.034	9.735
5.4692	3.1773	4.6086	14.096
4.7453	5.7856	1.2043	16.875
4.106	2.7662	1.8018	14.45
4.3298	3.7764	3.2777	12.349
4.9552	3.0528	3.785	13.612
4.5484	3.9055	3.7218	12.447
1.7855	3.9086	2.3078	8.2788
1.2192	3.0192	4.4556	6.4603
1.1458	3.2596	4.1174	6.2346
2.0517	5.8714	1.3784	10.372
4.2688	3.7336	3.7625	12.047
3.5538	4.3308	2.1783	11.745
5.0702	1.9991	4.463	14.884
2.3201	5.0248	1.1081	12.813
1.4778	2.0943	4.5778	7.8134
5.697	1.1528	4.774	18.924
3.8858	1.0162	5.812	16.214
4.2798	3.4621	1.2761	16.413
5.1015	4.3906	5.0547	12.776
5.457	1.721	1.8926	18.5
2.8015	1.5541	1.9157	13.648
3.1576	3.2152	4.7191	10.148
3.034	5.245	5.3807	9.0758
5.2016	2.8865	2.3353	15.268
4.6978	2.7497	3.141	13.77
1.2064	1.5839	5.9494	7.8324
4.4925	3.3534	2.709	13.264
2.5582	3.5463	2.5801	9.7513
3.3203	2.648	2.9478	11.542
1.6416	1.928	1.5018	11.177
2.6925	2.0877	4.4019	10.421
2.1179	3.6027	5.6916	7.8766
4.5456	2.2412	5.6943	13.336
1.8789	4.8224	3.9161	7.3286
1.237	3.3929	3.8234	6.4551
2.9066	3.784	1.1545	14.253
5.5764	4.3693	5.5105	13.451
3.8461	4.0394	1.4079	14.496
3.4519	2.4396	2.5909	12.304
2.0843	4.4387	4.4057	7.7125
1.2576	3.1825	3.7488	6.6226
4.2162	4.9676	2.0837	12.867
2.8012	4.9976	3.4006	9.2006
3.6553	4.9231	2.6716	11.182
3.1985	4.2283	5.1838	9.6701
2.131	5.3414	5.5475	7.4177
3.8299	4.2215	4.517	10.877
2.3751	2.4213	2.0197	10.907
2.6949	4.7035	2.799	9.4113
2.3622	2.3455	4.6796	9.3762
4.7614	5.9654	4.3111	11.981
2.8375	4.7792	2.6039	9.8076
4.0649	3.5351	1.5429	14.599
1.1906	2.0793	4.2964	7.2058
