5.0393	4.9043	1.842	14.813
1.8007	4.1755	4.0388	7.3149
1.9396	3.3027	3.0676	8.3037
4.6199	5.9918	2.0076	13.453
1.4847	5.2063	5.5911	6.1812
3.2437	4.2019	1.8065	11.908
1.2964	3.2033	3.5107	6.7746
2.5739	1.4954	5.6094	11.211
4.384	2.0865	5.5021	13.326
4.683	1.0167	4.3937	18.115
2.4621	5.2188	1.7201	10.266
2.9863	4.8352	5.4247	9.0845
3.7665	5.0415	3.6069	10.792
5.7071	1.9621	1.56	19.464
2.6581	4.7734	3.5981	8.9185
2.3414	4.4363	2.2662	9.2945
2.3373	3.9077	4.0172	8.4619
4.8622	4.3067	5.4905	12.355
3.0468	4.6764	4.2673	9.442
4.2525	2.3313	1.626	15.788
3.5894	3.2168	5.8632	10.731
1.4265	3.5853	5.8757	6.4693
2.1222	3.0087	3.3595	8.7117
2.0428	5.8919	3.5741	7.546
1.0272	5.8419	1.8224	6.7139
3.7206	2.1523	2.0013	14.038
1.8184	1.7028	4.769	9.1916
3.1609	5.3662	2.6224	10.238
3.4934	2.0447	4.4802	11.997
1.7876	3.5297	2.2122	8.5513
3.8615	3.6418	3.4284	11.541
3.8655	2.8103	4.361	11.777
1.8295	4.603	1.5108	9.6618
5.8099	2.0389	1.5078	19.722
2.5829	5.9733	2.1206	9.6
3.9253	5.8622	3.0112	11.177
4.6494	4.229	5.5984	12.028
3.4786	2.3505	2.4051	12.664
3.7819	5.6915	5.9702	10.169
5.4276	5.599	2.789	13.861
5.1237	4.4401	4.552	12.901
2.8404	2.5363	4.6549	10.107
1.695	1.3346	3.2021	10.405
3.7801	2.0243	3.7578	12.784
1.9944	4.4454	1.1762	11.704
1.9696	4.1144	1.0982	12.358
4.7615	1.5119	5.4232	15.387
2.3527	2.7008	4.5455	9.0439
1.8848	3.152	3.2387	8.1894
5.0203	1.0073	1.7333	21.824
2.3852	5.6385	4.6024	7.9696
4.6487	3.5545	4.679	12.505
5.8682	5.0609	3.2121	14.392
2.1011	2.1411	4.0506	9.2368
4.7143	5.6762	5.8846	11.679
4.9694	5.6294	5.3883	12.158
1.132	2.2276	4.355	6.8795
3.7449	1.7664	1.3115	17.365
3.2098	2.5905	1.9113	12.646
3.9812	2.4645	1.3047	16.582
2.562	2.9174	1.097	14.544
4.8136	1.5115	1.9388	17.859
4.3614	2.9261	4.2892	12.551
5.1722	3.3395	2.2314	15.006
1.5076	2.5277	1.0217	12.901
1.5588	3.3479	5.7797	6.8602
3.689	5.2673	2.5491	11.264
1.0468	4.8529	2.0141	6.6515
4.3572	4.2285	4.5599	11.741
4.6334	2.4439	2.2563	14.875
1.3015	3.1823	1.1844	10.439
1.768	4.6293	1.4857	9.597
1.3747	4.1012	5.4801	6.2213
5.2354	3.6106	4.6712	13.426
1.4267	1.239	3.1732	10.103
3.1357	5.8036	4.9858	9.1985
3.4437	3.8937	3.4635	10.678
2.9671	5.795	3.7099	9.2115
2.3179	3.0549	2.1813	9.987
2.7736	1.0433	4.671	13.86
1.0344	4.323	4.5172	5.5344
4.9117	3.8601	2.7722	13.63
1.338	2.0254	2.7181	8.2578
5.3158	2.0208	2.9568	15.977
2.2064	1.2624	1.5236	14.511
1.3906	5.778	2.8104	6.5769
2.5783	1.7136	1.5053	13.918
4.245	1.4039	4.9598	14.924
2.1739	2.7169	2.7061	9.4073
5.7272	3.0337	1.0347	21.836
2.521	3.2541	5.4285	8.8455
2.8936	3.3736	5.1561	9.5041
3.5905	4.7071	2.153	11.723
1.7455	1.187	3.4489	11.021
5.6722	2.1617	2.232	17.174
3.9085	2.0224	2.017	14.597
3.8845	1.6019	2.0538	15.484
4.0896	1.6775	3.529	14.207
4.0499	4.2427	1.577	14.086
5.4481	2.3786	2.5641	15.985
1.613	4.9202	4.3081	6.6829
4.1265	2.2601	5.688	12.585
5.2934	4.0399	2.1781	14.895
3.7707	1.6227	2.691	14.323
3.2186	1.3133	3.3738	13.815
3.7749	1.9413	3.436	13.069
4.724	4.9676	4.9731	12.006
1.0049	3.7854	5.5941	5.4859
2.2691	5.3033	4.0981	7.9268
3.4679	3.3178	5.0928	10.567
3.0335	3.411	2.2129	11.146
3.4076	1.0259	4.6495	15.37
3.2978	3.1641	3.1858	10.942
1.6128	3.5396	3.5335	7.3063
5.4787	2.5515	3.2225	15.253
4.3209	4.0445	1.2591	16.271
2.0129	5.1173	5.3132	7.2675
2.7913	5.1866	1.9616	10.417
3.5612	5.0118	2.9433	10.789
2.0011	3.9647	4.1726	7.7515
3.0391	1.4483	2.9366	13.195
1.1981	1.1451	2.3004	10.592
4.4325	1.9356	5.5908	13.672
3.3842	2.1985	4.2241	11.626
5.4127	5.7043	2.367	14.261
1.9546	1.6994	5.2316	9.4255
4.1283	1.5304	5.0316	14.242
5.2966	2.5247	5.2847	14.287
4.4119	5.4387	3.5634	11.785
2.4124	3.9853	3.1858	8.8802
3.0304	2.3894	2.5057	11.638
2.7595	5.3296	2.5975	9.5338
2.7948	4.6505	4.5857	8.932
4.1184	3.6387	1.9252	13.532
5.1871	4.147	1.5015	16.501
3.2704	3.6123	2.8104	10.874
3.0791	2.6491	4.855	10.405
2.3375	1.4047	1.655	13.768
3.8256	1.2669	2.7156	15.751
2.8319	5.8948	5.1256	8.6356
2.3583	4.589	5.5618	8.0078
4.2458	3.2461	4.7779	12.002
5.564	2.9295	1.0032	22.047
2.8308	2.1979	2.9321	11.133
1.0281	3.4259	4.8538	5.7571
3.2063	3.5329	3.8448	10.28
2.1521	2.9829	5.9252	8.246
1.438	5.834	5.4997	5.9932
1.3432	1.3516	1.5537	11.663
2.4214	1.001	5.0552	13.272
4.9899	1.0527	1.3856	23.01
2.709	5.3605	5.5759	8.4589
3.2697	4.7365	1.7675	11.868
4.456	5.8363	3.6086	11.752
5.0781	2.7342	3.0845	14.469
1.7755	5.502	4.901	6.7934
4.0948	2.7749	3.316	12.599
2.0505	2.1554	3.9228	9.1483
2.8596	5.8336	5.1739	8.6873
4.5224	1.9563	5.8784	13.749
4.148	5.3298	1.851	13.114
3.7764	4.5627	5.4441	10.505
1.1423	1.1077	1.5168	12.298
5.6454	1.9367	1.8469	18.411
5.4338	2.2507	4.313	15.109
1.1537	5.9427	3.5659	5.7164
2.6981	1.3919	2.3874	13.192
5.8262	5.1164	4.0366	13.932
5.7778	3.1234	2.4615	15.863
4.627	3.421	3.7786	12.813
2.6043	1.3386	1.4102	15.665
5.6364	4.6751	5.7992	13.393
3.3162	3.9509	3.8621	10.278
2.0349	1.3727	5.8137	10.409
1.2174	1.2838	5.6691	8.7404
2.6763	5.1425	3.2301	9.0159
3.3152	2.419	2.0343	12.808
4.8779	1.9089	4.6254	14.692
4.772	1.8174	3.8401	14.958
3.5534	1.7153	5.8749	12.519
1.3866	4.9891	4.2277	6.215
2.9138	3.8198	4.3416	9.4823
4.7246	1.4236	2.3497	17.253
2.176	2.1519	1.5185	12.07
1.5133	2.2734	2.798	8.3158
3.7739	2.0749	5.0666	12.336
5.4626	4.9554	3.8729	13.47
2.6367	4.4115	4.8206	8.6728
4.2756	5.3931	1.8809	13.256
3.1936	2.2792	2.6093	11.993
5.0768	1.7446	5.512	15.239
5.3995	3.0276	2.7664	14.987
5.5147	2.9838	1.343	18.715
5.9608	2.2756	2.8011	16.763
2.1827	3.511	4.8881	8.1495
4.6661	1.9689	5.9641	13.963
2.2295	5.5023	4.7088	7.6882
5.1666	3.8065	5.3025	13.087
3.533	4.5714	2.2114	11.577
1.7939	2.2554	2.8344	8.9539
5.401	1.0863	4.2258	19.007
5.8487	1.2292	4.874	18.704
3.6366	3.3768	1.2116	15.626
1.8115	4.5156	5.1224	7.0418
3.6069	4.6416	1.491	13.424
4.0048	5.966	4.6169	10.69
1.4219	4.1051	5.1645	6.3567
5.9875	5.6076	4.7392	13.855
1.7198	5.866	2.5087	7.4723
4.7946	1.7275	3.7211	15.271
5.7832	2.3251	1.8595	17.887
1.3668	2.2052	4.4195	7.4541
1.2016	1.7751	3.3072	7.985
2.196	5.6156	5.7208	7.4695
4.1035	4.8091	2.8299	11.859
2.9026	1.4746	3.2828	12.602
